Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
4513,Eternal Reckoning: Gold Edition,Wii,2001.0,Puzzle,Codemasters,0.02,0.01,0.01,0.01,0.05,56.0,8.3
4514,Rogue Crusade: Origins,GameCube,2017.0,Role-Playing,Bandai Namco,0.28,0.16,0.18,0.15,0.77,67.0,6.9
4515,Golden Voyage: Origins,Game Boy Advance,2004.0,Simulation,Annapurna Interactive,0.02,0.01,0.01,0.03,0.07,70.0,8.0
4516,Radiant Requiem: Remastered,3DS,2000.0,Role-Playing,Capcom,0.06,0.05,0.05,0.02,0.18,94.0,7.5
4517,Steel Legion: Remastered,PSP,2011.0,Sports,THQ,0.06,0.03,0.01,0.01,0.11,69.0,8.7
4518,Radiant Empire: Remastered,3DS,2005.0,Role-Playing,Epic Games,0.01,0.01,0.0,0.01,0.03,55.0,7.4
4519,Dark Requiem,GameCube,2014.0,Sports,Annapurna Interactive,0.35,0.12,0.14,0.16,0.77,85.0,7.5
4520,Ancient Horizon,Game Boy Advance,2022.0,Misc,Warner Bros. Interactive,0.05,0.04,0.03,0.04,0.16,74.0,
4521,Sacred Genesis III,Wii,2024.0,Shooter,Tecmo Koei,0.03,0.01,0.0,0.01,0.05,67.0,6.9
4522,Ancient Paradox Reborn,Xbox Series X,2013.0,Shooter,CD Projekt,0.06,0.05,0.03,0.0,0.14,,4.1
4523,Grand Paradox 2,Xbox Series X,2002.0,Sports,Focus Entertainment,0.06,0.05,0.05,0.04,0.2,53.0,
4524,Phantom Voyage Online,Xbox One,2022.0,Simulation,Ubisoft,0.03,0.03,0.01,0.04,0.11,65.0,6.4
4525,Rising Rebellion: Remastered,PS2,2006.0,Misc,Atari,0.25,0.18,0.24,0.18,0.85,49.0,7.4
4526,Golden Reckoning: Gold Edition,Xbox Series X,2006.0,Strategy,Bethesda Softworks,0.19,0.12,0.02,0.03,0.36,51.0,7.5
4527,Crimson Voyage 3,3DS,2002.0,Action,2K Games,0.09,0.05,0.02,0.05,0.21,87.0,7.2
4528,Hollow Genesis: Redux,GameCube,2015.0,Racing,Annapurna Interactive,0.28,0.22,0.18,0.12,0.8,60.0,7.9
4529,Storm Covenant III,PS5,2026.0,Shooter,Activision,0.51,0.38,0.19,0.04,1.12,56.0,6.4
4530,Radiant Frontier: Remastered,PS2,2025.0,Role-Playing,Atari,0.03,0.03,0.02,0.0,0.08,69.0,6.1
4531,Grand Legends II,PS5,2014.0,Role-Playing,Nintendo,0.06,0.04,0.03,0.02,0.15,56.0,6.4
4532,Savage Covenant: Remastered,GameCube,,Racing,Codemasters,0.07,0.03,0.04,0.03,0.17,68.0,7.7
4533,Steel Arena II,PS Vita,2011.0,Adventure,Epic Games,0.07,0.05,0.04,0.04,0.2,64.0,7.1
4534,Sacred Legends: Gold Edition,3DS,2013.0,Fighting,Capcom,0.07,0.05,0.02,0.0,0.14,90.0,7.3
4535,Neon Horizon 3,PS3,2017.0,Adventure,Sega,0.11,0.04,0.02,0.04,0.21,83.0,5.6
4536,Twisted Reckoning: Remastered,Xbox Series X,2011.0,Action,2K Games,0.09,0.06,0.01,0.02,0.18,77.0,7.3
4537,Sacred Covenant,wii u,2012.0,Platform,CD Projekt,0.08,0.04,0.01,0.01,0.14,63.0,5.3
4538,Dark Syndicate,Game Boy Advance,2010.0,Misc,Codemasters,0.2,0.09,0.05,0.03,0.37,,
4539,Iron Sanctuary: Redux,Game Boy Advance,2021.0,Shooter,Microsoft Studios,0.19,0.1,0.14,0.09,0.52,74.0,
4540,Lost Genesis: Redux,PS3,2011.0,Misc,Electronic Arts,0.07,0.05,0.04,0.01,0.17,,6.4
4541,Silent Blitz: Remastered,Game Boy Advance,2010.0,Racing,CD Projekt,0.0,0.0,0.0,0.01,0.01,73.0,6.2
4542,Frozen Paradox 2,PS3,2003.0,Adventure,Bandai Namco,0.32,0.09,0.13,0.04,0.58,80.0,8.9
4543,Shadow Paradox: Remastered,Xbox 360,2019.0,Shooter,Codemasters,0.03,0.01,0.0,0.02,0.06,78.0,6.3
4544,Wild Syndicate II,Xbox One,2003.0,Racing,Bandai Namco,0.11,0.06,0.01,0.03,0.21,84.0,8.9
4545,Steel Rebellion: Origins,PS Vita,2013.0,Fighting,Sony Interactive Entertainment,0.05,0.03,0.01,0.01,0.1,61.0,5.3
4546,Broken Rebellion II,ps vita,2015.0,Action,Take-Two Interactive,0.25,0.13,0.12,0.0,0.49,65.0,6.5
4547,Wicked Blitz 3,PSP,2004.0,Sports,Capcom,0.02,0.02,0.01,0.01,0.06,56.0,7.3
4548,Rogue Empire Online,Xbox 360,2005.0,Strategy,NetherRealm Studios,1.14,0.7,0.55,0.0,2.39,77.0,6.9
4549,Ancient Sanctuary: Redux,3DS,2009.0,Role-Playing,Atari,0.05,0.04,0.03,0.08,0.2,,9.0
4550,Lost Horizon Reborn,PS3,2025.0,Fighting,Microsoft Studios,0.01,0.0,0.0,0.01,0.02,,7.8
4551,  SACRED REQUIEM: GOLD EDITION  ,GameCube,2025.0,Action,NetherRealm Studios,0.04,0.02,0.02,0.0,0.08,59.0,6.4
4552,Astral Paradox III,3DS,2023.0,Shooter,Atari,0.42,0.2,0.33,0.27,1.22,58.0,10.0
4553,Twisted Nexus III,Game Boy Advance,2014.0,Fighting,Devolver Digital,0.08,0.06,0.08,0.07,0.29,75.0,6.7
4554,Sacred Chronicles: Remastered,PS2,,Simulation,Ubisoft,0.11,0.08,0.05,0.08,0.32,69.0,6.9
4555,Ancient Paradox: Gold Edition,GameCube,2016.0,Action,Bandai Namco,0.07,0.06,0.03,0.04,0.2,75.0,7.5
4556,Neon Dominion III,PS Vita,2012.0,Action,,0.32,0.16,0.22,0.07,0.77,65.0,5.6
4557,Wicked Requiem: Origins,PSP,2018.0,Simulation,Square Enix,0.01,0.01,0.0,0.01,0.03,64.0,7.1
4558,Broken Odyssey III,PS4,2006.0,Strategy,Konami,0.28,0.23,0.24,0.14,0.89,84.0,6.0
4559,Fallen Warfare Reborn,Game Boy Advance,2013.0,Racing,Deep Silver,0.03,0.01,0.0,0.04,0.08,,6.4
4560,Eternal Arena 3,PS5,2004.0,Racing,Bethesda Softworks,0.23,0.18,0.15,0.02,0.58,63.0,5.0
4561,Rogue Legends,DS,,Fighting,Epic Games,0.14,0.06,0.05,0.01,0.26,79.0,8.4
4562,Astral Legion 2,Wii U,2018.0,Misc,Square Enix,0.12,0.08,0.12,0.15,0.47,78.0,5.7
4563,Frozen Horizon: Gold Edition,3DS,2020.0,Platform,Warner Bros. Interactive,0.03,0.01,0.02,0.01,0.07,78.0,5.8
4564,Final Syndicate,Xbox One,2004.0,Puzzle,Focus Entertainment,0.01,0.01,0.01,0.01,0.04,,6.4
4565,Radiant Sanctuary IV,PS3,2000.0,Sports,Nintendo,0.13,0.05,0.03,0.08,0.29,68.0,8.2
4566,Rising Realm: Gold Edition,PS5,2002.0,Strategy,Devolver Digital,0.06,0.04,0.02,0.02,0.14,67.0,5.6
4567,Broken Genesis,PS3,2001.0,Sports,Deep Silver,0.03,0.02,0.01,0.01,0.07,83.0,6.2
4568,Crimson Blitz II,Game Boy Advance,2016.0,Platform,505 Games,0.08,0.05,0.03,0.0,0.15,65.0,5.3
4569,Iron Frontier: Redux,PC,2016.0,Adventure,Atari,0.03,0.01,0.01,0.02,0.07,60.0,7.8
4570,Fallen Horizon,PS4,2008.0,Fighting,Epic Games,0.13,0.06,0.05,0.09,0.33,64.0,7.0
4571,Ancient Paradox: Redux,Wii U,2001.0,Puzzle,Capcom,0.03,0.02,0.01,0.03,0.09,59.0,
4572,Broken Rebellion: Origins,Xbox 360,2009.0,Strategy,Microsoft Studios,0.1,0.05,0.02,0.02,0.19,69.0,7.2
4573,Wild Origins 2,Xbox One,2005.0,Racing,Bethesda Softworks,0.11,0.07,0.03,0.08,0.29,78.0,10.0
4574,Eternal Arena: Redux,Xbox 360,2025.0,Adventure,Codemasters,0.09,0.08,0.03,0.04,0.24,,7.1
4575,Frozen Nexus: Gold Edition,3DS,2005.0,Strategy,Warner Bros. Interactive,0.9,0.69,0.72,0.15,2.46,,
4576,Ancient Empire: Origins,PS5,2001.0,Simulation,Focus Entertainment,0.39,0.18,0.03,0.2,0.8,77.0,8.1
4577,Ancient Syndicate: Remastered,PSP,2006.0,Fighting,CD Projekt,0.06,0.05,0.03,0.06,0.2,75.0,5.9
4578,Grand Crusade: Remastered,Xbox 360,2014.0,Racing,Capcom,0.02,0.01,0.01,0.0,0.04,62.0,7.6
4579,Ancient Warfare Reborn,DS,2014.0,Puzzle,505 Games,0.01,0.0,0.0,0.01,0.02,73.0,7.0
4580,Golden Rebellion: Gold Edition,Game Boy Advance,2023.0,Sports,Sega,0.02,0.01,0.01,0.01,0.05,84.0,7.8
4581,Eternal Origins: Origins,PSP,2002.0,Role-Playing,Microsoft Studios,0.05,0.03,0.02,0.0,0.1,62.0,9.8
4582,Sacred Arena IV,PS4,2023.0,Shooter,Atari,0.17,0.1,0.02,0.08,0.37,64.0,5.0
4583,Astral Sanctuary: Gold Edition,PC,,Strategy,Capcom,0.12,0.08,0.05,0.1,0.35,66.0,8.0
4584,Lost Odyssey Reborn,Xbox One,2011.0,Shooter,2K Games,0.11,0.06,0.11,0.1,0.38,70.0,6.7
4585,Ancient Realm: Remastered,Wii U,2024.0,Adventure,Codemasters,0.01,0.01,0.0,0.02,0.04,80.0,7.9
4586,Lost Kingdom Online,Xbox Series X,2010.0,Adventure,Devolver Digital,0.02,0.01,0.0,0.01,0.04,62.0,5.8
4587,Steel Empire,Xbox One,2000.0,Racing,Focus Entertainment,0.01,0.0,0.0,0.0,0.01,42.0,7.2
4588,Iron Nexus: Origins,Xbox 360,2013.0,Action,THQ,0.04,0.03,0.02,0.04,0.13,71.0,6.5
4589,Wicked Covenant: Origins,PS5,2005.0,Platform,THQ,0.36,0.21,0.16,0.01,0.74,60.0,7.1
4590,Sacred Arena Reborn,Wii U,2006.0,Puzzle,Capcom,0.25,0.15,0.17,0.2,0.77,59.0,7.8
4591,Frozen Reckoning,PS Vita,2014.0,Racing,Bethesda Softworks,0.06,0.05,0.03,0.04,0.18,58.0,6.3
4592,Shadow Syndicate,PS2,2011.0,Adventure,Team17,0.19,0.13,0.1,0.01,0.43,,7.2
4593,Grand Sanctuary: Gold Edition,Wii U,2006.0,Misc,Nintendo,0.2,0.26,0.22,0.11,0.79,38.0,7.8
4594,Astral Legends: Gold Edition,PS3,2024.0,Racing,Codemasters,0.07,0.04,0.03,0.0,0.14,69.0,5.5
4595,Ancient Crusade Reborn,PS5,2006.0,Action,Warner Bros. Interactive,0.15,0.18,0.15,0.1,0.58,58.0,
4596,Radiant Realm Online,Wii,2016.0,Action,Activision,0.0,0.0,0.0,0.01,0.01,69.0,8.0
4597,Twisted Rebellion II,Nintendo Switch,2008.0,Misc,Electronic Arts,0.03,0.03,0.02,0.03,0.11,82.0,7.6
4598,Shadow Horizon 2,PS Vita,2006.0,Misc,Bandai Namco,0.19,0.12,0.02,0.05,0.38,75.0,6.1
4599,Shadow Arena II,PS4,2009.0,Shooter,Konami,0.07,0.08,0.06,0.06,0.27,69.0,8.2
4600,Iron Vanguard,switch,2012.0,Adventure,Ubisoft,0.01,0.01,0.01,0.0,0.03,65.0,6.7
4601,Broken Uprising III,PS4,2004.0,Platform,Nintendo,0.01,0.01,0.01,0.0,0.03,83.0,5.8
4602,Neon Legion: Gold Edition,PC,2021.0,Misc,Focus Entertainment,0.02,0.01,0.01,0.01,0.05,56.0,7.4
4603,Shadow Vanguard Online,PS4,2025.0,Misc,Nintendo,0.02,0.03,0.02,0.01,0.08,57.0,8.1
4604,Rising Paradox 2,Nintendo Switch,2007.0,Role-Playing,Annapurna Interactive,0.0,0.0,0.0,0.01,0.01,49.0,6.6
4605,Final Legends: Remastered,Nintendo Switch,2015.0,Puzzle,Bandai Namco,0.31,0.18,0.17,0.09,0.75,68.0,7.4
4606,Iron Blitz III,Nintendo Switch,2018.0,Sports,Annapurna Interactive,0.02,0.01,0.01,0.0,0.04,59.0,6.8
4607,Savage Nexus II,ps3,2024.0,Role-Playing,Team17,0.04,0.04,0.01,0.04,0.13,83.0,7.9
4608,Golden Horizon: Remastered,PS5,2016.0,Simulation,Rockstar Games,0.03,0.02,0.01,0.02,0.08,90.0,6.9
4609,Savage Legends,PC,2000.0,Action,Epic Games,0.03,0.02,0.0,0.04,0.09,93.0,7.8
4610,Ancient Kingdom Reborn,PC,2002.0,Puzzle,2K Games,0.33,0.11,0.18,0.02,0.64,50.0,6.5
4611,Astral Genesis: Redux,PS Vita,2024.0,Sports,Warner Bros. Interactive,0.01,0.01,0.0,0.02,0.04,,6.8
4612,Rogue Crusade Reborn,PC,2005.0,Shooter,Rockstar Games,0.03,0.03,0.03,0.02,0.11,,5.8
4613,Astral Warfare,3DS,2003.0,Simulation,Deep Silver,0.03,0.02,0.01,0.03,0.09,70.0,7.3
4614,Broken Kingdom Reborn,Game Boy Advance,2005.0,Role-Playing,Atari,0.01,0.0,0.0,0.01,0.02,75.0,6.4
4615,  LOST ARENA III  ,Xbox One,2026.0,Action,Sony Interactive Entertainment,0.11,0.07,0.03,0.05,0.26,98.0,
4616,Steel Realm Online,xbox360,2015.0,Racing,Annapurna Interactive,0.07,0.05,0.05,0.03,0.2,80.0,7.0
4617,Storm Chronicles: Gold Edition,PS2,2007.0,Strategy,Deep Silver,0.26,0.13,0.04,0.05,0.48,69.0,8.4
4618,Final Kingdom 2,Wii U,2007.0,Misc,Take-Two Interactive,0.02,0.02,0.01,0.01,0.06,62.0,8.8
4619,Fallen Uprising: Redux,Xbox 360,2011.0,Role-Playing,Annapurna Interactive,0.01,0.01,0.01,0.0,0.02,80.0,7.2
4620,Savage Paradox IV,xbox360,2018.0,Shooter,Team17,0.04,0.02,0.0,0.03,0.09,86.0,
4621,Savage Kingdom Online,DS,2021.0,Shooter,Rockstar Games,0.33,0.16,0.19,0.04,0.72,58.0,6.7
4622,Astral Dominion Reborn,PS Vita,2012.0,Simulation,Ubisoft,0.11,0.04,0.04,0.02,0.21,58.0,5.8
4623,Twisted Syndicate: Redux,PC,2011.0,Action,Konami,0.03,0.01,0.01,0.01,0.06,,6.1
4624,Hollow Legends III,Game Boy Advance,2018.0,Sports,Sony Interactive Entertainment,0.28,0.12,0.06,0.08,0.54,74.0,7.0
4625,Frozen Dominion: Remastered,PS2,2007.0,Shooter,Microsoft Studios,0.1,0.06,0.02,0.02,0.2,80.0,4.9
4626,Rising Kingdom 2,Xbox One,2005.0,Shooter,Annapurna Interactive,0.0,0.0,0.0,0.01,0.01,71.0,7.0
4627,Sacred Realm: Remastered,PS3,2006.0,Racing,CD Projekt,0.06,0.02,0.04,0.03,0.15,77.0,7.5
4628,Silent Syndicate: Origins,Wii,2020.0,Simulation,Nintendo,0.19,0.13,0.11,0.01,0.44,80.0,
4629,Frozen Realm II,Xbox One,2023.0,Puzzle,CD Projekt,0.13,0.12,0.08,0.05,0.38,64.0,7.7
4630,Crimson Syndicate II,PS4,2004.0,Simulation,Warner Bros. Interactive,0.14,0.05,0.03,0.1,0.32,,10.0
4631,Crimson Odyssey: Remastered,PC,2017.0,Puzzle,Sony Interactive Entertainment,0.9,0.52,0.36,0.7,2.48,77.0,8.3
4632,Hollow Chronicles: Gold Edition,Xbox Series X,2005.0,Puzzle,Codemasters,0.08,0.04,0.04,0.01,0.17,63.0,6.1
4633,Sacred Crusade Online,PS5,2010.0,Sports,Bandai Namco,0.74,0.36,0.45,0.64,2.19,68.0,5.2
4634,Storm Horizon,PS2,2019.0,Action,Team17,0.15,0.19,0.17,0.08,0.59,74.0,7.4
4635,Shadow Uprising: Origins,3DS,2010.0,Sports,Ubisoft,0.05,0.02,0.03,0.02,0.12,59.0,
4636,Fallen Crusade IV,PS4,2022.0,Fighting,505 Games,0.15,0.11,0.11,0.04,0.41,87.0,7.1
4637,Eternal Syndicate,Xbox Series X,2012.0,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.02,55.0,
4638,Crimson Sanctuary,PC,2002.0,Sports,Microsoft Studios,0.05,0.02,0.01,0.01,0.09,65.0,8.0
4639,Savage Blitz: Gold Edition,PC,2016.0,Platform,Electronic Arts,0.32,0.17,0.09,0.0,0.58,63.0,6.1
4640,Twisted Arena 2,Nintendo Switch,2021.0,Platform,Electronic Arts,0.03,0.02,0.0,0.04,0.09,84.0,7.0
4641,Twisted Empire: Origins,Game Boy Advance,2002.0,Platform,Rockstar Games,0.15,0.1,0.1,0.08,0.43,58.0,7.6
4642,Fallen Nexus IV,PS4,2003.0,Fighting,Rockstar Games,0.03,0.03,0.03,0.01,0.1,91.0,6.6
4643,Eternal Chronicles 2,Wii,2018.0,Shooter,Tecmo Koei,0.06,0.02,0.03,0.01,0.12,62.0,7.6
4644,Astral Rebellion II,Nintendo Switch,2008.0,Sports,Electronic Arts,0.11,0.07,0.07,0.12,0.37,65.0,
4645,Crimson Realm 2,GameCube,2004.0,Fighting,Paradox Interactive,0.04,0.02,0.01,0.01,0.08,73.0,4.3
4646,  GOLDEN KINGDOM II  ,PS3,2023.0,Platform,Electronic Arts,0.05,0.04,0.03,0.06,0.18,57.0,7.4
4647,Neon Requiem 3,PS3,2015.0,Sports,Annapurna Interactive,0.01,0.01,0.0,0.0,0.02,66.0,6.7
4648,Frozen Realm: Gold Edition,DS,2005.0,Platform,Paradox Interactive,0.39,0.31,0.09,0.15,0.94,74.0,
4649,Rising Realm,PS4,2021.0,Action,Codemasters,0.02,0.01,0.01,0.01,0.05,54.0,10.0
4650,Neon Crusade II,PS3,2011.0,Shooter,Epic Games,0.09,0.04,0.01,0.06,0.2,51.0,8.9
4651,Radiant Kingdom Reborn,Nintendo Switch,2010.0,Action,Rockstar Games,0.02,0.01,0.01,0.02,0.06,61.0,6.9
4652,Broken Kingdom III,PC,2013.0,Adventure,Paradox Interactive,0.12,0.07,0.03,0.0,0.22,,7.1
4653,Lost Kingdom: Origins,PS Vita,2011.0,Action,Activision,0.02,0.01,0.01,0.01,0.05,69.0,7.6
4654,Storm Syndicate II,ps vita,2001.0,Fighting,Deep Silver,0.03,0.02,0.02,0.01,0.08,59.0,6.1
4655,Rogue Kingdom: Origins,PC,2003.0,Misc,Electronic Arts,0.02,0.01,0.01,0.01,0.05,71.0,
4656,  GOLDEN WARFARE  ,PS3,2022.0,Shooter,Electronic Arts,0.0,0.0,0.0,0.01,0.01,66.0,
4657,Lost Empire III,DS,2014.0,Adventure,CD Projekt,0.02,0.01,0.01,0.0,0.04,80.0,7.7
4658,Final Horizon: Redux,PS3,2009.0,Sports,Square Enix,0.02,0.01,0.0,0.03,0.06,86.0,
4659,Shadow Requiem: Origins,PS3,2025.0,Simulation,Warner Bros. Interactive,0.31,0.18,0.06,0.12,0.67,79.0,8.4
4660,Steel Legends: Remastered,3DS,2007.0,Misc,505 Games,0.05,0.03,0.0,0.05,0.13,,5.4
4661,Dark Legends: Redux,PS3,2016.0,Strategy,Paradox Interactive,0.02,0.01,0.0,0.04,0.07,66.0,6.2
4662,Sacred Frontier IV,Xbox Series X,2000.0,Racing,Rockstar Games,0.09,0.09,0.05,0.04,0.27,74.0,
4663,Ancient Horizon: Redux,3DS,2001.0,Simulation,Deep Silver,0.01,0.01,0.01,0.0,0.03,72.0,7.6
4664,Silent Voyage: Origins,GameCube,2014.0,Shooter,NetherRealm Studios,0.06,0.04,0.04,0.01,0.15,,
4665,Grand Legion III,PS4,2005.0,Fighting,Bandai Namco,0.06,0.04,0.03,0.01,0.14,58.0,6.7
4666,Frozen Genesis: Origins,3DS,2026.0,Strategy,Rockstar Games,0.95,0.36,0.52,0.0,1.83,58.0,8.8
4667,Ancient Vanguard: Redux,Xbox 360,2005.0,Action,Atari,0.26,0.15,0.17,0.05,0.63,92.0,7.1
4668,Iron Paradox: Origins,Xbox 360,2013.0,Misc,Devolver Digital,0.02,0.01,0.01,0.0,0.04,58.0,6.2
4669,Ancient Blitz Reborn,Wii U,2005.0,Shooter,Rockstar Games,0.02,0.01,0.01,0.0,0.04,47.0,7.8
4670,Lost Arena Reborn,PS2,2024.0,Shooter,Nintendo,0.26,0.16,0.11,0.01,0.54,,7.5
4671,  WILD CHRONICLES III  ,DS,2006.0,Racing,Sega,0.16,0.06,0.06,0.08,0.36,82.0,7.9
4672,Dark Arena 2,Xbox 360,2023.0,Fighting,Atari,0.09,0.05,0.04,0.08,0.26,58.0,8.6
4673,Sacred Voyage 3,PSP,2003.0,Role-Playing,Sony Interactive Entertainment,0.02,0.01,0.01,0.03,0.07,65.0,6.3
4674,Lost Blitz,Game Boy Advance,2010.0,Fighting,Take-Two Interactive,0.06,0.02,0.01,0.03,0.12,70.0,8.0
4675,Wild Requiem,3DS,2011.0,Racing,Tecmo Koei,0.01,0.01,0.01,0.0,0.03,72.0,6.0
4676,  GOLDEN FRONTIER REBORN  ,PC,2025.0,Puzzle,Konami,0.01,0.0,0.0,0.01,0.02,68.0,8.6
4677,Wild Origins: Gold Edition,PSP,2018.0,Sports,Codemasters,0.1,0.05,0.03,0.11,0.29,78.0,5.9
4678,Wicked Empire Online,PSP,2017.0,Simulation,Konami,0.04,0.02,0.02,0.01,0.09,66.0,6.6
4679,Neon Frontier 2,DS,2006.0,Puzzle,Atari,0.0,0.0,0.0,0.01,0.01,77.0,
4680,Steel Crusade Reborn,PS5,2020.0,Simulation,Konami,0.09,0.05,0.05,0.03,0.22,89.0,8.4
4681,Wicked Chronicles 2,PS2,2003.0,Simulation,Microsoft Studios,0.04,0.02,0.01,0.02,0.09,89.0,6.4
4682,Ancient Odyssey Reborn,PSP,2014.0,Adventure,Activision,0.05,0.02,0.01,0.05,0.13,55.0,7.7
4683,Phantom Genesis: Origins,Xbox One,2012.0,Shooter,Nintendo,0.16,0.06,0.08,0.03,0.33,50.0,7.6
4684,Steel Blitz III,PS3,2005.0,Racing,Epic Games,0.04,0.02,0.03,0.01,0.1,49.0,4.9
4685,Grand Legion,3DS,2003.0,Shooter,Sony Interactive Entertainment,0.09,0.07,0.06,0.0,0.21,,7.2
4686,Final Rebellion,Wii U,2023.0,Adventure,Team17,0.06,0.02,0.03,0.01,0.12,,6.9
4687,Grand Genesis II,Xbox One,2013.0,Action,Electronic Arts,0.07,0.03,0.01,0.03,0.14,47.0,5.6
4688,Crimson Paradox,PS5,,Role-Playing,Paradox Interactive,0.06,0.04,0.06,0.05,0.21,80.0,7.0
4689,Wild Empire: Remastered,GameCube,2002.0,Simulation,Paradox Interactive,0.15,0.08,0.06,0.0,0.29,73.0,
4690,Shadow Reckoning: Origins,Wii,2019.0,Simulation,Konami,0.15,0.11,0.04,0.12,0.42,67.0,7.0
4691,Phantom Blitz: Remastered,GameCube,2024.0,Fighting,Activision,0.22,0.07,0.03,0.09,0.41,83.0,6.3
4692,Rogue Empire Reborn,GameCube,2002.0,Sports,Ubisoft,0.01,0.01,0.0,0.01,0.03,75.0,6.8
4693,Wild Paradox Online,PS Vita,2026.0,Puzzle,NetherRealm Studios,0.04,0.02,0.02,0.0,0.08,87.0,6.2
4694,Sacred Covenant Reborn,PS5,2014.0,Role-Playing,Capcom,0.24,0.19,0.1,0.14,0.67,65.0,7.7
4695,Wicked Paradox: Gold Edition,PSP,2006.0,Misc,Atari,0.14,0.15,0.04,0.17,0.5,67.0,7.5
4696,Silent Requiem: Remastered,Xbox 360,2000.0,Racing,Annapurna Interactive,0.01,0.0,0.01,0.0,0.02,66.0,4.3
4697,Savage Voyage 2,PS2,2013.0,Platform,Microsoft Studios,0.06,0.05,0.02,0.04,0.17,80.0,7.1
4698,Radiant Legends 2,3DS,2021.0,Simulation,Electronic Arts,0.07,0.03,0.02,0.02,0.14,,6.4
4699,Final Legends 2,Wii U,2007.0,Sports,Sega,0.02,0.02,0.0,0.01,0.05,60.0,7.5
4700,Final Genesis Online,Game Boy Advance,2019.0,Fighting,,0.05,0.03,0.03,0.01,0.12,,6.8
4701,Wicked Reckoning: Redux,switch,2014.0,Sports,Microsoft Studios,0.03,0.02,0.0,0.04,0.09,,7.1
4702,Frozen Nexus: Remastered,PS4,2016.0,Strategy,Take-Two Interactive,0.01,0.01,0.0,0.0,0.02,,5.5
4703,Crimson Legends: Remastered,Xbox One,2019.0,Puzzle,Devolver Digital,0.01,0.01,0.0,0.01,0.03,68.0,6.8
4704,Lost Requiem,Xbox Series X,2003.0,Role-Playing,Warner Bros. Interactive,0.31,0.23,0.21,0.15,0.9,90.0,6.0
4705,Shadow Syndicate Reborn,Xbox 360,2022.0,Fighting,Warner Bros. Interactive,0.15,0.11,0.14,0.07,0.47,72.0,8.6
4706,Storm Vanguard III,PS5,2018.0,Puzzle,Take-Two Interactive,0.12,0.04,0.06,0.0,0.22,68.0,8.6
4707,Silent Legends: Origins,3DS,2021.0,Racing,Team17,0.09,0.06,0.04,0.01,0.2,51.0,6.7
4708,Broken Warfare: Gold Edition,Game Boy Advance,2013.0,Action,Tecmo Koei,0.02,0.02,0.01,0.01,0.06,65.0,4.8
4709,Broken Vanguard Online,Nintendo Switch,2019.0,Adventure,505 Games,0.08,0.07,0.03,0.05,0.23,60.0,7.6
4710,Shadow Origins Online,Wii,2017.0,Strategy,Sega,0.02,0.01,0.01,0.0,0.04,67.0,6.7
4711,Phantom Genesis: Remastered,Xbox One,2008.0,Shooter,Warner Bros. Interactive,0.1,0.07,0.04,0.02,0.23,,7.2
4712,Crimson Uprising II,DS,2018.0,Platform,505 Games,0.08,0.07,0.01,0.08,0.24,78.0,7.1
4713,Shadow Horizon II,PSP,2002.0,Puzzle,Konami,0.1,0.05,0.05,0.01,0.21,39.0,7.9
4714,Savage Paradox,PS4,2023.0,Role-Playing,Codemasters,0.15,0.05,0.02,0.11,0.33,,6.9
4715,Eternal Chronicles 3,PS4,2019.0,Fighting,Epic Games,0.05,0.03,0.04,0.08,0.2,70.0,
4716,Savage Legion Online,Xbox Series X,2021.0,Simulation,Nintendo,0.26,0.21,0.09,0.14,0.7,82.0,6.8
4717,Grand Horizon: Redux,Xbox Series X,2008.0,Strategy,Devolver Digital,0.06,0.03,0.03,0.06,0.18,49.0,6.9
4718,Silent Sanctuary II,PS4,2006.0,Adventure,CD Projekt,0.06,0.04,0.04,0.06,0.2,79.0,5.6
4719,Golden Legion: Remastered,Wii,2026.0,Fighting,Annapurna Interactive,0.03,0.02,0.0,0.02,0.07,,7.0
4720,Radiant Paradox IV,PSP,2020.0,Action,Annapurna Interactive,0.01,0.01,0.0,0.01,0.03,72.0,6.1
4721,Iron Legion IV,PS5,2011.0,Shooter,Epic Games,0.02,0.01,0.01,0.02,0.06,61.0,6.7
4722,Iron Uprising IV,PC,2003.0,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,63.0,5.8
4723,Final Requiem: Redux,DS,2018.0,Fighting,Capcom,0.03,0.02,0.02,0.0,0.07,68.0,6.9
4724,Twisted Requiem: Origins,Nintendo Switch,2011.0,Simulation,Tecmo Koei,0.21,0.09,0.03,0.15,0.48,,5.2
4725,Sacred Requiem: Remastered,DS,2005.0,Puzzle,Devolver Digital,0.38,0.31,0.19,0.03,0.91,67.0,9.1
4726,Fallen Uprising IV,Xbox One,2001.0,Puzzle,Rockstar Games,0.05,0.02,0.03,0.01,0.11,81.0,6.5
4727,Rogue Arena III,Xbox Series X,2001.0,Strategy,Codemasters,0.07,0.07,0.01,0.11,0.26,83.0,6.3
4728,Astral Arena Reborn,PS2,2019.0,Action,THQ,0.01,0.0,0.0,0.01,0.02,75.0,
4729,Radiant Frontier: Redux,Xbox 360,2014.0,Simulation,Microsoft Studios,0.13,0.06,0.06,0.0,0.25,69.0,
